GWCH70_0001	Geoth_0022	96.452	451	16	0	1	451	1	451	0.0	895
GWCH70_0001	Geoth_3594	23.301	206	126	6	53	252	16	195	1.10e-07	49.3
GWCH70_0001	Geoth_0520	23.301	206	126	6	53	252	16	195	2.01e-07	48.5
GWCH70_0001	Geoth_0309	23.301	206	126	6	53	252	16	195	2.01e-07	48.5
GWCH70_0001	Geoth_0915	28.571	77	53	1	142	218	158	232	1.10e-06	46.6
GWCH70_0001	Geoth_3725	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_3596	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_3433	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_3413	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_3278	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_3000	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_2016	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_0669	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_0495	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_0481	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0001	Geoth_0314	21.782	101	77	1	149	249	96	194	5.04e-04	38.1
GWCH70_0002	Geoth_0023	94.195	379	22	0	1	379	1	379	0.0	717
GWCH70_0003	Geoth_0024	91.892	74	6	0	1	74	1	74	2.13e-43	131
GWCH70_0004	Geoth_0025	94.933	375	19	0	1	375	1	375	0.0	738
GWCH70_0004	Geoth_1290	29.577	71	45	1	2	72	1	66	7.91e-05	41.2
GWCH70_0004	Geoth_3428	34.884	43	28	0	1	43	1	43	4.76e-04	38.5
GWCH70_0005	Geoth_0026	97.036	641	19	0	1	641	1	641	0.0	1284
GWCH70_0005	Geoth_2051	59.213	635	244	9	9	634	7	635	0.0	733
GWCH70_0006	Geoth_0027	96.424	811	29	0	1	811	1	811	0.0	1605
GWCH70_0006	Geoth_2050	43.896	811	438	8	8	811	4	804	0.0	650
GWCH70_0007	Geoth_0028	85.754	358	51	0	1	358	1	358	0.0	640
GWCH70_0007	Geoth_2214	32.000	150	101	1	134	283	422	570	5.09e-19	85.1
GWCH70_0007	Geoth_1945	31.098	164	96	3	126	281	445	599	2.03e-14	70.9
GWCH70_0008	Geoth_0029	86.420	324	44	0	1	324	1	324	0.0	589
GWCH70_0009	Geoth_0030	99.182	489	4	0	1	489	1	489	0.0	986
GWCH70_0009	Geoth_2826	32.743	113	66	5	97	204	10	117	4.43e-10	54.7
GWCH70_0009	Geoth_3289	28.099	121	71	5	102	216	20	130	4.23e-09	52.0
GWCH70_0009	Geoth_3289	45.283	53	27	2	152	204	8	58	7.93e-06	42.7
GWCH70_0009	Geoth_0888	29.834	181	106	9	31	210	148	308	5.25e-05	42.0
GWCH70_0010	Geoth_0031	90.000	440	44	0	12	451	12	451	0.0	815
GWCH70_0010	Geoth_1356	36.092	435	217	12	7	431	3	386	4.71e-61	201
GWCH70_0010	Geoth_1382	31.861	317	165	12	9	317	6	279	2.76e-30	117
GWCH70_0011	Geoth_0032	98.644	295	4	0	1	295	1	295	0.0	583
GWCH70_0011	Geoth_3204	47.368	38	20	0	214	251	184	221	3.71e-05	40.8
GWCH70_0012	Geoth_0033	97.409	193	5	0	1	193	1	193	5.32e-140	385
GWCH70_0014	Geoth_0034	95.529	425	19	0	1	425	1	425	0.0	840
GWCH70_0014	Geoth_2663	31.429	105	67	2	225	328	103	203	3.02e-05	42.7
GWCH70_0014	Geoth_0917	22.564	195	144	3	170	361	273	463	1.12e-04	40.8
GWCH70_0015	Geoth_0035	95.964	223	9	0	1	223	1	223	1.88e-164	449
GWCH70_0015	Geoth_0036	32.195	205	129	4	15	214	7	206	6.98e-36	122
GWCH70_0015	Geoth_3695	39.535	43	24	1	1	41	15	57	1.95e-04	37.4
GWCH70_0016	Geoth_0036	93.365	211	14	0	1	211	1	211	1.62e-150	413
GWCH70_0016	Geoth_0035	30.244	205	133	4	7	206	15	214	2.82e-33	116
GWCH70_0017	Geoth_0037	89.744	429	44	0	1	429	1	429	0.0	808
GWCH70_0017	Geoth_1260	45.435	471	210	7	1	427	1	468	1.18e-132	387
GWCH70_0017	Geoth_1916	34.737	95	58	3	4	96	26	118	3.82e-08	50.8
GWCH70_0017	Geoth_2372	42.553	47	27	0	1	47	1	47	1.54e-04	38.9
GWCH70_0017	Geoth_0999	36.170	47	30	0	1	47	340	386	2.07e-04	39.7
GWCH70_0017	Geoth_0999	36.735	49	31	0	55	103	345	393	4.21e-04	38.9
GWCH70_0018	Geoth_0038	91.250	160	14	0	1	160	1	160	1.36e-108	303
GWCH70_0018	Geoth_1370	36.306	157	79	5	3	151	3	146	1.43e-17	75.1
GWCH70_0019	Geoth_0039	93.490	553	36	0	1	553	1	553	0.0	1071
GWCH70_0019	Geoth_0047	30.357	336	189	9	21	344	12	314	1.30e-30	119
GWCH70_0019	Geoth_0989	26.007	273	133	11	11	231	64	319	4.37e-08	52.4
GWCH70_0019	Geoth_1070	22.115	312	185	10	10	294	12	292	6.28e-07	48.5
GWCH70_0020	Geoth_0040	100.000	109	0	0	1	109	1	109	9.47e-74	211
GWCH70_0021	Geoth_0041	97.990	199	4	0	1	199	1	199	2.05e-146	402
GWCH70_0022	Geoth_0042	86.667	75	10	0	1	75	1	75	1.07e-42	130
GWCH70_0023	Geoth_0043	78.652	89	19	0	1	89	1	89	1.60e-44	135
GWCH70_0024	Geoth_0044	82.609	69	12	0	1	69	1	69	8.08e-36	112
GWCH70_0025	Geoth_0045	89.474	475	49	1	1	474	1	475	0.0	862
GWCH70_0025	Geoth_2853	34.461	473	278	10	1	453	1	461	9.66e-85	266
GWCH70_0025	Geoth_3580	34.444	90	49	4	175	262	166	247	5.02e-04	38.9
GWCH70_0026	Geoth_0046	89.100	211	23	0	1	211	1	211	9.21e-141	388
GWCH70_0027	Geoth_0047	91.212	330	29	0	3	332	1	330	0.0	633
GWCH70_0027	Geoth_0039	42.767	159	86	4	17	173	24	179	4.97e-30	116
GWCH70_0028	Geoth_0048	97.101	276	8	0	1	276	1	276	0.0	540
GWCH70_0029	Geoth_0049	90.164	122	12	0	1	122	1	122	7.98e-72	207
GWCH70_0030	Geoth_0050	94.400	250	14	0	1	250	1	250	6.64e-178	486
GWCH70_0030	Geoth_3821	32.500	80	50	3	49	127	121	197	4.43e-05	40.4
GWCH70_0031	Geoth_0051	83.276	293	47	1	1	291	1	293	0.0	514
