,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
0,BCV53_00005,Geoth_0628,92.18799999999999,192,15,0,2,193,199,390,8.079999999999998e-127,361.0,231,0.8311688311688312,->
5,BCV53_00010,Geoth_0652,100.0,313,0,0,1,313,175,487,0.0,638.0,313,1.0,->
22,BCV53_00015,Geoth_0651,96.52799999999999,144,5,0,1,144,1,144,1.6699999999999997e-103,298.0,255,0.5647058823529412,->
26,BCV53_00020,Geoth_0649,100.0,79,0,0,1,79,1,79,9.009999999999998e-51,167.0,314,0.2515923566878981,<=>
27,BCV53_00025,Geoth_0648,98.837,86,1,0,1,86,1,86,2.52e-60,175.0,86,1.0,->
28,BCV53_00030,Geoth_0647,99.387,163,1,0,1,163,1,163,1.57e-120,333.0,163,1.0,->
30,BCV53_00035,Geoth_0646,100.0,393,0,0,1,393,1,393,0.0,775.0,393,1.0,<=>
42,BCV53_00040,Geoth_0645,99.065,428,4,0,1,428,1,428,0.0,829.0,428,1.0,<=>
44,BCV53_00045,Geoth_0644,100.0,62,0,0,1,62,1,62,8.419999999999999e-42,126.0,62,1.0,->
46,BCV53_00050,Geoth_0643,99.699,332,1,0,1,332,1,332,0.0,674.0,332,1.0,<=>
47,BCV53_00055,Geoth_0642,98.51899999999999,135,2,0,1,135,1,135,8.069999999999998e-98,273.0,135,1.0,<=>
49,BCV53_00060,Geoth_0632,99.556,450,2,0,1,450,1,450,0.0,917.0,450,1.0,<=>
51,BCV53_00065,Geoth_0631,100.0,388,0,0,1,388,1,388,0.0,801.0,388,1.0,->
61,BCV53_00070,Geoth_0630,100.0,78,0,0,1,78,1,78,6.049999999999999e-51,150.0,78,1.0,->
62,BCV53_00075,Geoth_0629,100.0,122,0,0,1,122,1,122,4.659999999999999e-87,245.0,122,1.0,->
70,BCV53_00080,Geoth_0628,100.0,391,0,0,1,391,1,391,0.0,802.0,391,1.0,<=>
80,BCV53_00085,Geoth_0627,100.0,167,0,0,1,167,1,167,1.1799999999999996e-120,334.0,167,1.0,<=>
82,BCV53_00090,Geoth_0626,98.795,83,1,0,6,88,1,83,9.69e-59,171.0,88,0.9431818181818182,<=>
83,BCV53_00095,Geoth_0625,100.0,387,0,0,1,387,1,387,0.0,799.0,387,1.0,<=>
89,BCV53_00100,Geoth_0624,98.286,175,3,0,1,175,1,175,1.3499999999999996e-125,347.0,175,1.0,<=>
90,BCV53_00105,Geoth_0623,100.0,68,0,0,1,68,1,68,2.45e-45,136.0,68,1.0,<=>
91,BCV53_00110,Geoth_0622,100.0,208,0,0,13,220,1,208,9.149999999999998e-159,434.0,220,0.9454545454545454,<=>
93,BCV53_00115,Geoth_0621,100.0,443,0,0,1,443,1,443,0.0,875.0,443,1.0,<=>
94,BCV53_00120,Geoth_0620,100.0,203,0,0,1,203,1,203,5.429999999999999e-146,401.0,203,1.0,<=>
96,BCV53_00125,Geoth_0619,100.0,333,0,0,1,333,1,333,0.0,654.0,333,1.0,<=>
97,BCV53_00130,Geoth_0618,100.0,207,0,0,1,207,1,207,1.0399999999999997e-151,416.0,207,1.0,<=>
98,BCV53_00135,Geoth_0617,100.0,498,0,0,1,498,1,498,0.0,1013.0,498,1.0,<=>
99,BCV53_00140,Geoth_0616,99.631,271,1,0,1,271,1,271,0.0,551.0,271,1.0,<=>
101,BCV53_00145,Geoth_0615,100.0,235,0,0,1,235,1,235,3.469999999999999e-176,480.0,235,1.0,<=>
104,BCV53_00150,Geoth_0614,100.0,108,0,0,1,108,1,108,3.949999999999999e-74,211.0,108,1.0,<=>
105,BCV53_00155,Geoth_0613,100.0,55,0,0,26,80,1,55,5.13e-37,115.0,80,0.6875,<=>
106,BCV53_00160,Geoth_0612,100.0,166,0,0,1,166,1,166,1.88e-123,341.0,166,1.0,<=>
109,BCV53_00165,Geoth_0611,100.0,408,0,0,1,408,1,408,0.0,833.0,408,1.0,<=>
111,BCV53_00170,Geoth_0610,100.0,331,0,0,1,331,1,331,0.0,680.0,331,1.0,<=>
118,BCV53_00175,Geoth_0609,100.0,121,0,0,1,121,1,121,3.199999999999999e-89,251.0,121,1.0,<=>
119,BCV53_00180,Geoth_0608,100.0,285,0,0,1,285,1,285,0.0,584.0,285,1.0,<=>
120,BCV53_00185,Geoth_0607,100.0,80,0,0,1,80,1,80,3.18e-55,162.0,80,1.0,<=>
122,BCV53_00190,Geoth_0605,100.0,357,0,0,1,357,1,357,0.0,732.0,357,1.0,<=>
125,BCV53_00195,Geoth_0604,98.333,60,1,0,1,60,1,60,7.39e-38,116.0,60,1.0,<=>
126,BCV53_00200,Geoth_0603,100.0,109,0,0,1,109,1,109,1.0099999999999998e-78,223.0,109,1.0,<=>
127,BCV53_00205,Geoth_0602,100.0,79,0,0,1,79,1,79,1.76e-51,152.0,79,1.0,<=>
129,BCV53_00210,Geoth_0601,100.0,305,0,0,1,305,1,305,0.0,622.0,305,1.0,<=>
131,BCV53_00215,Geoth_0600,99.71799999999999,354,1,0,1,354,1,354,0.0,718.0,354,1.0,<=>
