,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
0,BCV53_00005,GTHT12_02439,78.646,192,41,0,2,193,199,390,1.0699999999999997e-97,287.0,231,0.8311688311688312,->
6,BCV53_00010,GTHT12_03498,43.871,310,163,4,1,302,170,476,2.0699999999999994e-75,236.0,313,0.9904153354632588,->
19,BCV53_00015,GTHT12_03288,51.63,184,79,3,1,182,1,176,6.11e-59,184.0,255,0.7215686274509804,->
22,BCV53_00025,GTHT12_02428,75.581,86,18,1,1,86,1,83,2.96e-42,129.0,86,1.0,->
23,BCV53_00030,GTHT12_02429,75.46,163,40,0,1,163,5,167,1.04e-92,263.0,163,1.0,->
34,BCV53_00035,GTHT12_00736,29.73,148,103,1,2,149,3,149,9.950000000000001e-13,65.9,393,0.37659033078880405,->
46,BCV53_00040,GTHT12_00973,22.642,424,292,13,8,416,13,415,1.69e-14,71.6,428,0.9906542056074766,->
47,BCV53_00045,GTHT12_02432,76.667,60,14,0,1,60,1,60,4.5299999999999995e-31,99.8,62,0.967741935483871,->
50,BCV53_00050,GTHT12_02433,52.41,332,158,0,1,332,2,333,6.819999999999998e-114,330.0,332,1.0,<=>
51,BCV53_00055,GTHT12_02434,78.51899999999999,135,29,0,1,135,1,135,1.7599999999999997e-76,219.0,135,1.0,<=>
53,BCV53_00060,GTHT12_02435,91.556,450,38,0,1,450,1,450,0.0,856.0,450,1.0,<=>
54,BCV53_00065,GTHT12_02436,87.62899999999999,388,48,0,1,388,1,388,0.0,723.0,388,1.0,->
57,BCV53_00070,GTHT12_02437,84.615,78,12,0,1,78,1,78,7.99e-43,130.0,78,1.0,->
58,BCV53_00075,GTHT12_02438,65.289,121,41,1,1,121,1,120,8.17e-54,161.0,122,0.9918032786885246,->
66,BCV53_00080,GTHT12_02439,82.353,391,69,0,1,391,1,391,0.0,642.0,391,1.0,<=>
77,BCV53_00085,GTHT12_02440,85.62899999999999,167,24,0,1,167,1,167,5.599999999999999e-105,294.0,167,1.0,<=>
79,BCV53_00090,GTHT12_02441,59.77,87,35,0,1,87,1,87,6.64e-37,116.0,88,0.9886363636363636,<=>
80,BCV53_00095,GTHT12_02442,67.109,377,124,0,1,377,1,377,0.0,524.0,387,0.9741602067183462,<=>
88,BCV53_00100,GTHT12_02443,76.744,172,39,1,4,175,5,175,6.409999999999999e-94,267.0,175,0.9828571428571429,<=>
89,BCV53_00105,GTHT12_02444,54.839,62,27,1,5,66,4,64,2.7e-20,73.2,68,0.9117647058823529,<=>
90,BCV53_00110,GTHT12_02445,80.788,203,39,0,18,220,5,207,5.109999999999999e-126,351.0,220,0.9227272727272727,<=>
91,BCV53_00120,GTHT12_02457,66.01,203,69,0,1,203,1,203,1.7699999999999995e-95,273.0,203,1.0,<=>
92,BCV53_00125,GTHT12_02458,84.985,333,50,0,1,333,1,333,0.0,553.0,333,1.0,<=>
94,BCV53_00130,GTHT12_02459,91.787,207,17,0,1,207,1,207,6.149999999999998e-140,386.0,207,1.0,<=>
95,BCV53_00135,GTHT12_02460,79.719,498,101,0,1,498,1,498,0.0,810.0,498,1.0,<=>
96,BCV53_00140,GTHT12_02461,71.747,269,76,0,1,269,1,269,8.999999999999998e-147,409.0,271,0.992619926199262,<=>
98,BCV53_00145,GTHT12_02462,64.378,233,61,1,3,235,10,220,3.2999999999999994e-103,295.0,235,0.9914893617021276,<=>
100,BCV53_00150,GTHT12_02463,81.48100000000001,108,20,0,1,108,1,108,1e-58,172.0,108,1.0,<=>
101,BCV53_00160,GTHT12_02465,73.171,164,44,0,1,164,1,164,3.2099999999999995e-86,247.0,166,0.9879518072289156,<=>
104,BCV53_00165,GTHT12_02466,89.223,399,43,0,1,399,1,399,0.0,749.0,408,0.9779411764705882,<=>
106,BCV53_00170,GTHT12_02467,83.686,331,54,0,1,331,1,331,0.0,602.0,331,1.0,<=>
112,BCV53_00175,GTHT12_02468,87.288,118,15,0,4,121,5,122,1.1599999999999996e-76,219.0,121,0.9752066115702479,<=>
113,BCV53_00180,GTHT12_02469,80.851,282,54,0,3,284,3,284,1.7199999999999993e-174,480.0,285,0.9894736842105263,<=>
114,BCV53_00185,GTHT12_02470,90.0,80,8,0,1,80,1,80,1.9499999999999999e-50,149.0,80,1.0,<=>
115,BCV53_00190,GTHT12_02471,85.154,357,53,0,1,357,1,357,0.0,630.0,357,1.0,<=>
118,BCV53_00200,GTHT12_02472,72.222,108,30,0,1,108,2,109,6.51e-54,160.0,109,0.9908256880733946,<=>
119,BCV53_00205,GTHT12_02473,95.385,65,3,0,1,65,1,65,5.26e-41,125.0,79,0.8227848101265823,<=>
120,BCV53_00210,GTHT12_02474,67.327,303,99,0,1,303,1,303,1.2099999999999995e-152,426.0,305,0.9934426229508196,<=>
122,BCV53_00215,GTHT12_02475,85.876,354,50,0,1,354,1,354,0.0,603.0,354,1.0,<=>
130,BCV53_00220,GTHT12_02476,87.963,432,52,0,1,432,1,432,0.0,748.0,434,0.9953917050691244,<=>
132,BCV53_00225,GTHT12_02477,75.46600000000001,322,79,0,1,322,1,322,0.0,506.0,327,0.9847094801223242,<=>
136,BCV53_00230,GTHT12_02478,55.12,332,147,2,1,332,1,330,5.3799999999999984e-135,384.0,335,0.991044776119403,<=>
138,BCV53_00235,GTHT12_02479,86.74700000000001,166,22,0,1,166,1,166,1.8899999999999996e-106,298.0,166,1.0,<=>
139,BCV53_00240,GTHT12_02480,82.87899999999999,257,44,0,1,257,1,257,3.6999999999999986e-165,454.0,257,1.0,<=>
143,BCV53_00245,GTHT12_02481,67.808,146,47,0,1,146,1,146,2.1699999999999996e-70,205.0,146,1.0,<=>
144,BCV53_00250,GTHT12_02482,80.0,90,18,0,1,90,1,90,4.02e-51,152.0,90,1.0,<=>
145,BCV53_00255,GTHT12_02483,83.95100000000001,81,13,0,3,83,8,88,2.43e-48,145.0,87,0.9310344827586207,<=>
146,BCV53_00260,GTHT12_02484,94.565,92,5,0,1,92,1,92,8.219999999999999e-62,179.0,92,1.0,<=>
147,BCV53_00265,GTHT12_02485,77.293,229,51,1,1,228,1,229,1.5699999999999994e-133,372.0,228,1.0043859649122806,<=>
148,BCV53_00270,GTHT12_02486,95.652,299,13,0,1,299,1,299,0.0,601.0,299,1.0,<=>
151,BCV53_00275,GTHT12_02487,79.39399999999999,330,67,1,1,330,1,329,0.0,555.0,337,0.9792284866468842,<=>
152,BCV53_00280,GTHT12_02488,87.712,236,29,0,1,236,1,236,6.559999999999998e-150,414.0,236,1.0,<=>
234,BCV53_00285,GTHT12_02489,85.385,260,38,0,1,260,1,260,6.829999999999998e-166,456.0,260,1.0,<=>
315,BCV53_00290,GTHT12_02490,80.308,325,64,0,1,325,1,325,0.0,536.0,325,1.0,<=>
319,BCV53_00295,GTHT12_02491,89.07799999999999,293,32,0,1,293,1,293,0.0,499.0,293,1.0,<=>
326,BCV53_00300,GTHT12_02492,81.86399999999999,397,71,1,1,396,1,397,0.0,658.0,396,1.0025252525252526,<=>
330,BCV53_00305,GTHT12_02494,66.26,246,81,1,5,248,4,249,6.559999999999997e-120,338.0,248,0.9919354838709677,<=>
331,BCV53_00310,GTHT12_02495,88.0,100,12,0,1,100,1,100,9.029999999999999e-61,177.0,105,0.9523809523809523,<=>
332,BCV53_00315,GTHT12_02496,72.17399999999999,460,127,1,1,460,1,459,0.0,711.0,464,0.9913793103448276,<=>
333,BCV53_00320,GTHT12_02497,64.964,274,68,3,6,251,5,278,2.1099999999999996e-103,300.0,274,1.0,<=>
335,BCV53_00325,GTHT12_02498,86.572,283,38,0,1,283,3,285,0.0,520.0,283,1.0,<=>
336,BCV53_00330,GTHT12_02500,97.854,466,10,0,1,466,1,466,0.0,949.0,466,1.0,<=>
338,BCV53_00335,GTHT12_02501,90.97200000000001,144,13,0,1,144,1,144,5.439999999999998e-91,257.0,146,0.9863013698630136,<=>
339,BCV53_00340,GTHT12_02502,87.22399999999999,407,52,0,1,407,1,407,0.0,754.0,407,1.0,<=>
346,BCV53_00345,GTHT12_02503,84.932,438,66,0,1,438,1,438,0.0,760.0,438,1.0,<=>
348,BCV53_00350,GTHT12_02504,96.538,260,9,0,1,260,1,260,0.0,511.0,260,1.0,<=>
417,BCV53_00365,GTHT12_02507,84.698,281,41,1,1,279,1,281,8.709999999999997e-168,462.0,280,1.0035714285714286,<=>
419,BCV53_00370,GTHT12_02508,93.274,223,15,0,1,223,2,224,4.619999999999999e-129,360.0,223,1.0,<=>
426,BCV53_00375,GTHT12_02509,84.84,343,52,0,1,343,1,343,0.0,600.0,343,1.0,<=>
508,BCV53_00380,GTHT12_02510,64.035,114,41,0,1,114,3,116,7.139999999999999e-42,130.0,114,1.0,<=>
509,BCV53_00385,GTHT12_02511,61.61600000000001,99,38,0,1,99,1,99,1.39e-43,134.0,107,0.9252336448598131,<=>
511,BCV53_00390,GTHT12_02512,74.783,115,29,0,1,115,1,115,1.5799999999999997e-62,183.0,117,0.9829059829059829,<=>
513,BCV53_00395,GTHT12_02514,92.18799999999999,128,10,0,1,128,1,128,2.6099999999999995e-85,241.0,128,1.0,<=>
514,BCV53_00400,GTHT12_02515,72.5,120,33,0,1,120,1,120,7.849999999999999e-66,192.0,121,0.9917355371900827,<=>
516,BCV53_00405,GTHT12_02516,89.412,595,63,0,1,595,1,595,0.0,1082.0,595,1.0,<=>
528,BCV53_00410,GTHT12_02517,92.839,391,28,0,1,391,1,391,0.0,745.0,391,1.0,<=>
533,BCV53_00415,GTHT12_02518,83.04,796,134,1,1,795,1,796,0.0,1347.0,795,1.0012578616352201,<=>
541,BCV53_00420,GTHT12_02520,87.74799999999999,302,37,0,5,306,1,302,0.0,551.0,306,0.9869281045751634,<=>
542,BCV53_00425,GTHT12_02521,73.611,72,19,0,11,82,11,82,8.83e-39,120.0,88,0.8181818181818182,<=>
543,BCV53_00430,GTHT12_02522,88.679,106,12,0,1,106,1,106,2.819999999999999e-68,197.0,111,0.954954954954955,<=>
