,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
0,BCV53_00005,GS458_2830,77.604,192,43,0,2,193,199,390,1.8799999999999996e-98,288.0,231,0.8311688311688312,->
6,BCV53_00010,GS458_1722,40.193000000000005,311,183,2,1,311,177,484,2.1699999999999995e-72,228.0,313,0.9936102236421726,->
13,BCV53_00015,GS458_0173,61.538000000000004,143,53,1,1,141,24,166,1.79e-56,176.0,255,0.5607843137254902,<=>
18,BCV53_00025,GS458_2814,75.581,86,19,1,1,86,1,84,5.21e-43,131.0,86,1.0,->
19,BCV53_00030,GS458_2815,76.074,163,39,0,1,163,5,167,7.939999999999998e-93,263.0,163,1.0,->
28,BCV53_00035,GS458_1175,29.73,148,103,1,2,149,3,149,2.47e-13,67.4,393,0.37659033078880405,->
37,BCV53_00045,GS458_2821,72.131,61,17,0,1,61,1,61,1.38e-29,95.9,62,0.9838709677419355,->
40,BCV53_00050,GS458_2822,54.518,332,151,0,1,332,18,349,9.439999999999997e-118,340.0,332,1.0,->
41,BCV53_00055,GS458_2823,76.296,135,32,0,1,135,1,135,5.709999999999999e-76,218.0,135,1.0,<=>
43,BCV53_00060,GS458_2824,90.22200000000001,450,44,0,1,450,1,450,0.0,847.0,450,1.0,<=>
45,BCV53_00065,GS458_2826,84.794,388,59,0,1,388,1,388,0.0,701.0,388,1.0,->
48,BCV53_00070,GS458_2827,89.744,78,8,0,1,78,1,78,7.120000000000001e-45,135.0,78,1.0,->
49,BCV53_00075,GS458_2828,66.964,112,34,1,10,121,1,109,5.66e-51,154.0,122,0.9180327868852459,->
57,BCV53_00080,GS458_2830,80.051,391,78,0,1,391,1,391,0.0,630.0,391,1.0,<=>
67,BCV53_00085,GS458_2831,86.82600000000001,167,22,0,1,167,19,185,5.519999999999999e-104,292.0,167,1.0,<=>
68,BCV53_00090,GS458_2832,62.5,88,33,0,1,88,1,88,1.5699999999999997e-39,122.0,88,1.0,<=>
69,BCV53_00095,GS458_2833,65.183,382,133,0,4,385,22,403,0.0,532.0,387,0.9870801033591732,<=>
75,BCV53_00100,GS458_2834,78.443,167,36,0,9,175,1,167,2.649999999999999e-94,268.0,175,0.9542857142857143,<=>
76,BCV53_00105,GS458_2835,53.125,64,30,0,4,67,3,66,1.06e-21,76.6,68,0.9411764705882353,<=>
77,BCV53_00110,GS458_2836,78.325,203,44,0,18,220,5,207,1.2699999999999996e-121,340.0,220,0.9227272727272727,<=>
78,BCV53_00120,GS458_2849,68.25399999999999,189,60,0,3,191,2,190,4.8099999999999985e-95,272.0,203,0.9310344827586207,<=>
80,BCV53_00125,GS458_2850,84.384,333,52,0,1,333,1,333,0.0,578.0,333,1.0,<=>
82,BCV53_00130,GS458_2851,91.304,207,18,0,1,207,1,207,1.7499999999999996e-139,385.0,207,1.0,<=>
83,BCV53_00135,GS458_2852,78.112,498,109,0,1,498,7,504,0.0,800.0,498,1.0,<=>
84,BCV53_00140,GS458_2853,69.03,268,83,0,1,268,1,268,4.309999999999999e-141,394.0,271,0.988929889298893,<=>
86,BCV53_00145,GS458_2854,63.361999999999995,232,63,3,4,235,4,213,2.5399999999999996e-100,287.0,235,0.9872340425531915,<=>
88,BCV53_00150,GS458_2856,80.556,108,21,0,1,108,1,108,6.609999999999999e-60,176.0,108,1.0,<=>
89,BCV53_00160,GS458_2857,72.289,166,46,0,1,166,2,167,1.32e-85,245.0,166,1.0,<=>
92,BCV53_00165,GS458_2858,90.476,399,38,0,1,399,1,399,0.0,758.0,408,0.9779411764705882,<=>
95,BCV53_00170,GS458_2859,82.779,331,57,0,1,331,1,331,0.0,593.0,331,1.0,<=>
101,BCV53_00175,GS458_2861,89.831,118,12,0,4,121,5,122,1.0499999999999997e-77,221.0,121,0.9752066115702479,<=>
102,BCV53_00180,GS458_2862,77.817,284,63,0,1,284,1,284,5.4099999999999987e-157,436.0,285,0.9964912280701754,<=>
103,BCV53_00185,GS458_2863,87.5,80,10,0,1,80,21,100,7.38e-49,146.0,80,1.0,<=>
105,BCV53_00190,GS458_2864,85.756,344,49,0,14,357,1,344,0.0,608.0,357,0.9635854341736695,<=>
108,BCV53_00200,GS458_2865,75.926,108,26,0,1,108,12,119,1.22e-53,160.0,109,0.9908256880733946,<=>
109,BCV53_00205,GS458_2866,95.385,65,3,0,1,65,1,65,4.88e-41,125.0,79,0.8227848101265823,<=>
110,BCV53_00210,GS458_2867,66.997,303,100,0,1,303,1,303,2.2099999999999993e-148,415.0,305,0.9934426229508196,<=>
112,BCV53_00215,GS458_2868,85.02799999999999,354,53,0,1,354,1,354,0.0,593.0,354,1.0,<=>
120,BCV53_00220,GS458_2869,87.26899999999999,432,55,0,1,432,1,432,0.0,773.0,434,0.9953917050691244,<=>
121,BCV53_00225,GS458_2870,74.845,322,81,0,1,322,1,322,0.0,507.0,327,0.9847094801223242,<=>
124,BCV53_00230,GS458_2871,55.422,332,146,2,1,332,1,330,2.0399999999999993e-135,385.0,335,0.991044776119403,<=>
125,BCV53_00235,GS458_2872,88.554,166,19,0,1,166,1,166,3.5999999999999996e-109,305.0,166,1.0,<=>
126,BCV53_00240,GS458_2873,81.893,243,44,0,15,257,1,243,4.309999999999999e-155,428.0,257,0.9455252918287937,<=>
129,BCV53_00245,GS458_2874,68.531,143,45,0,1,143,1,143,1.0199999999999997e-70,206.0,146,0.9794520547945206,<=>
131,BCV53_00250,GS458_2875,81.111,90,17,0,1,90,1,90,1.9800000000000002e-50,150.0,90,1.0,<=>
132,BCV53_00255,GS458_2876,80.247,81,16,0,3,83,8,88,5.999999999999999e-46,139.0,87,0.9310344827586207,<=>
133,BCV53_00260,GS458_2877,95.652,92,4,0,1,92,1,92,1.8499999999999997e-62,181.0,92,1.0,<=>
134,BCV53_00265,GS458_2878,81.498,227,42,0,2,228,3,229,2.949999999999999e-138,384.0,228,0.9956140350877193,<=>
135,BCV53_00270,GS458_2879,95.318,299,14,0,1,299,1,299,0.0,597.0,299,1.0,<=>
