,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
0,BCV53_00005,IB49_06635,78.125,192,42,0,2,193,199,390,9.419999999999998e-99,289.0,231,0.8311688311688312,->
4,BCV53_00010,IB49_01455,41.333,300,173,2,1,300,177,473,3.829999999999999e-71,224.0,313,0.9584664536741214,->
11,BCV53_00015,IB49_07930,32.414,145,90,3,3,141,636,778,1.22e-15,72.4,255,0.5686274509803921,->
13,BCV53_00025,IB49_06570,75.581,86,19,1,1,86,1,84,4.45e-43,131.0,86,1.0,->
14,BCV53_00030,IB49_06575,76.074,163,39,0,1,163,5,167,4.629999999999998e-93,264.0,163,1.0,->
21,BCV53_00035,IB49_13355,29.655,145,102,0,26,170,40,184,3.2400000000000003e-13,66.6,393,0.36895674300254455,->
28,BCV53_00045,IB49_06595,72.131,61,17,0,1,61,1,61,1.18e-29,95.9,62,0.9838709677419355,->
30,BCV53_00050,IB49_06600,54.818999999999996,332,150,0,1,332,1,332,6.079999999999997e-119,343.0,332,1.0,->
31,BCV53_00055,IB49_06605,76.296,135,32,0,1,135,1,135,4.8799999999999996e-76,218.0,135,1.0,<=>
33,BCV53_00060,IB49_06610,90.0,450,45,0,1,450,1,450,0.0,845.0,450,1.0,<=>
35,BCV53_00065,IB49_06615,85.052,388,58,0,1,388,1,388,0.0,703.0,388,1.0,->
39,BCV53_00070,IB49_06620,89.744,78,8,0,1,78,1,78,6.09e-45,135.0,78,1.0,->
40,BCV53_00075,IB49_06625,65.289,121,39,1,1,121,1,118,5.89e-54,161.0,122,0.9918032786885246,->
48,BCV53_00080,IB49_06635,80.307,391,77,0,1,391,1,391,0.0,632.0,391,1.0,<=>
56,BCV53_00085,IB49_06640,86.82600000000001,167,22,0,1,167,1,167,1.6199999999999994e-104,293.0,167,1.0,<=>
58,BCV53_00090,IB49_06645,62.5,88,33,0,1,88,1,88,1.34e-39,122.0,88,1.0,<=>
59,BCV53_00095,IB49_06650,65.183,382,133,0,4,385,2,383,0.0,532.0,387,0.9870801033591732,<=>
