BCV53_00005	GWCH70_2861	85.938	192	27	0	2	193	199	390	6.56e-120	343
BCV53_00005	GWCH70_0931	39.894	188	111	1	4	191	194	379	4.17e-44	149
BCV53_00005	GWCH70_2112	38.424	203	113	7	2	195	195	394	1.80e-36	129
BCV53_00005	GWCH70_0849	30.645	186	127	2	2	186	200	384	1.54e-23	94.0
BCV53_00005	GWCH70_0381	31.016	187	123	3	2	185	198	381	1.89e-20	85.5
BCV53_00005	GWCH70_2864	25.654	191	136	5	2	186	191	381	2.34e-11	58.9
BCV53_00010	GWCH70_0808	49.518	311	157	0	1	311	176	486	5.16e-115	337
BCV53_00010	GWCH70_0383	42.492	313	171	3	1	305	170	481	3.79e-77	240
BCV53_00010	GWCH70_0886	39.414	307	179	4	1	302	168	472	3.91e-70	222
BCV53_00010	GWCH70_1487	40.000	300	177	2	1	300	177	473	1.05e-69	221
BCV53_00010	GWCH70_1493	38.614	303	183	2	1	303	175	474	1.90e-67	215
BCV53_00010	GWCH70_0380	34.951	309	190	4	1	302	176	480	6.50e-60	195
BCV53_00010	GWCH70_0274	36.610	295	167	6	1	281	203	491	5.59e-56	186
BCV53_00010	GWCH70_1319	33.981	309	193	5	1	301	179	484	1.68e-49	168
BCV53_00010	GWCH70_3145	32.919	322	197	9	1	308	186	502	2.81e-41	146
BCV53_00015	GWCH70_0180	53.261	184	76	4	1	182	1	176	5.11e-62	191
BCV53_00015	GWCH70_3124	41.259	143	77	3	4	141	281	421	6.72e-29	110
BCV53_00015	GWCH70_3187	32.667	150	77	5	4	141	302	439	3.56e-14	68.2
BCV53_00020	GWCH70_2850	74.194	62	16	0	18	79	18	79	3.21e-28	107
BCV53_00025	GWCH70_2851	80.460	87	16	1	1	86	1	87	7.85e-48	143
BCV53_00030	GWCH70_2852	90.184	163	16	0	1	163	1	163	9.64e-110	306
BCV53_00030	GWCH70_1601	27.586	116	77	2	24	139	35	143	1.95e-07	45.1
BCV53_00030	GWCH70_0864	27.273	143	95	5	2	136	3	144	5.62e-07	43.5
BCV53_00035	GWCH70_3147	25.633	316	181	4	2	264	16	330	2.73e-19	85.9
BCV53_00035	GWCH70_0603	25.272	368	249	12	6	369	24	369	5.04e-18	81.3
BCV53_00035	GWCH70_1220	31.333	150	102	1	2	151	3	151	7.35e-15	72.0
BCV53_00035	GWCH70_1955	26.816	358	231	12	11	351	15	358	5.16e-14	69.3
BCV53_00035	GWCH70_1853	23.429	350	234	9	23	356	23	354	5.16e-13	66.2
BCV53_00035	GWCH70_1833	21.858	183	143	0	2	184	70	252	1.57e-09	55.8
BCV53_00035	GWCH70_3374	26.667	105	77	0	27	131	32	136	7.68e-05	40.8
BCV53_00045	GWCH70_2853	85.484	62	9	0	1	62	1	62	1.64e-35	110
BCV53_00045	GWCH70_1934	38.333	60	36	1	1	60	1	59	1.95e-06	37.4
BCV53_00050	GWCH70_2854	84.195	329	52	0	1	329	1	329	0.0	543
BCV53_00055	GWCH70_2855	85.926	135	19	0	1	135	1	135	3.14e-85	242
BCV53_00055	GWCH70_0991	30.864	81	56	0	8	88	8	88	1.37e-08	46.6
BCV53_00060	GWCH70_2857	98.444	450	7	0	1	450	1	450	0.0	908
BCV53_00065	GWCH70_2858	95.103	388	19	0	1	388	1	388	0.0	768
BCV53_00065	GWCH70_1495	25.000	352	252	6	15	362	15	358	4.39e-25	102
BCV53_00070	GWCH70_2859	92.308	78	6	0	1	78	1	78	4.93e-48	143
BCV53_00075	GWCH70_2860	90.984	122	11	0	1	122	1	122	2.11e-75	216
BCV53_00075	GWCH70_0058	37.500	112	66	2	3	114	2	109	1.44e-20	77.4
BCV53_00075	GWCH70_1161	45.055	91	43	2	4	88	620	709	1.79e-14	64.7
BCV53_00075	GWCH70_2169	42.857	70	40	0	7	76	278	347	5.54e-12	57.8
BCV53_00075	GWCH70_2169	38.272	81	49	1	1	81	187	266	7.55e-11	54.3
BCV53_00075	GWCH70_2169	34.066	91	49	2	6	85	14	104	8.52e-07	42.7
BCV53_00075	GWCH70_0213	34.118	85	56	0	1	85	642	726	5.97e-06	40.4
BCV53_00075	GWCH70_2955	28.169	71	40	2	6	65	626	696	4.00e-05	38.1
BCV53_00080	GWCH70_2861	92.072	391	31	0	1	391	1	391	0.0	753
BCV53_00080	GWCH70_0931	40.369	379	222	3	10	388	5	379	3.83e-103	306
BCV53_00080	GWCH70_2112	39.695	393	220	9	10	389	3	391	1.52e-89	272
BCV53_00080	GWCH70_0849	31.728	353	234	5	35	383	35	384	7.38e-52	174
BCV53_00080	GWCH70_0381	30.233	387	254	6	4	385	9	384	9.67e-51	171
BCV53_00080	GWCH70_2864	25.762	361	251	10	33	383	28	381	9.42e-27	106
BCV53_00080	GWCH70_1451	23.546	361	245	14	40	383	124	470	2.85e-15	73.6
BCV53_00080	GWCH70_2137	21.121	232	166	5	32	261	28	244	9.93e-13	65.1
BCV53_00080	GWCH70_2208	26.506	166	116	5	93	258	75	234	4.60e-11	60.1
BCV53_00080	GWCH70_0801	32.759	58	36	1	160	217	128	182	1.29e-05	43.1
BCV53_00080	GWCH70_2474	37.288	59	34	1	159	217	126	181	7.54e-05	40.8
BCV53_00085	GWCH70_2862	94.611	167	9	0	1	167	1	167	1.03e-103	291
BCV53_00095	GWCH70_2864	82.429	387	68	0	1	387	1	387	0.0	674
BCV53_00095	GWCH70_2861	26.371	383	249	12	16	381	17	383	1.50e-28	111
BCV53_00095	GWCH70_0849	25.000	372	241	12	29	382	34	385	2.27e-23	97.1
BCV53_00095	GWCH70_2112	23.626	364	258	10	29	381	31	385	8.45e-23	95.5
BCV53_00095	GWCH70_0931	22.343	367	260	9	29	386	29	379	5.09e-16	75.1
BCV53_00095	GWCH70_0381	21.622	370	252	11	29	380	32	381	3.91e-12	63.5
BCV53_00095	GWCH70_2137	20.988	243	167	8	19	255	20	243	8.15e-07	47.0
BCV53_00100	GWCH70_2865	89.535	172	17	1	1	172	1	171	7.16e-111	310
BCV53_00105	GWCH70_2866	76.563	64	14	1	1	63	1	64	9.34e-30	96.7
BCV53_00110	GWCH70_2115	35.052	97	55	5	42	136	23	113	2.96e-07	47.0
BCV53_00120	GWCH70_2875	88.670	203	23	0	1	203	1	203	5.36e-132	365
BCV53_00120	GWCH70_2947	39.241	158	89	4	41	194	29	183	2.92e-28	101
BCV53_00125	GWCH70_2876	92.492	333	25	0	1	333	1	333	0.0	604
BCV53_00130	GWCH70_2877	97.101	207	6	0	1	207	1	207	2.12e-147	405
BCV53_00135	GWCH70_2878	91.566	498	42	0	1	498	1	498	0.0	937
BCV53_00140	GWCH70_2879	83.582	268	44	0	1	268	1	268	9.48e-165	454
BCV53_00140	GWCH70_2212	28.626	262	173	7	2	258	65	317	1.69e-29	110
BCV53_00145	GWCH70_2880	83.122	237	38	2	1	235	1	237	3.11e-143	397
BCV53_00145	GWCH70_0035	33.000	100	57	3	104	202	316	406	1.14e-11	60.1
BCV53_00150	GWCH70_2881	90.741	108	10	0	1	108	1	108	4.25e-69	199
BCV53_00160	GWCH70_2534	34.247	73	46	1	5	77	14	84	1.69e-07	45.1
BCV53_00160	GWCH70_2785	39.655	58	26	2	6	63	26	74	2.34e-06	42.0
BCV53_00160	GWCH70_2971	40.816	49	29	0	34	82	24	72	6.18e-06	40.4
BCV53_00160	GWCH70_1689	44.118	34	19	0	35	68	35	68	3.31e-04	35.4
BCV53_00160	GWCH70_0356	32.143	56	37	1	14	68	10	65	3.44e-04	35.4
BCV53_00160	GWCH70_0576	27.193	114	75	3	11	121	6	114	4.18e-04	35.4
BCV53_00165	GWCH70_2884	93.687	396	25	0	4	399	1	396	0.0	773
BCV53_00165	GWCH70_2891	26.963	382	232	12	8	382	3	344	5.59e-30	115
BCV53_00170	GWCH70_2885	94.864	331	17	0	1	331	1	331	0.0	653
BCV53_00170	GWCH70_2972	28.704	324	200	9	4	316	3	306	1.70e-33	122
BCV53_00170	GWCH70_0448	30.000	260	153	13	68	315	264	506	1.11e-13	67.8
BCV53_00170	GWCH70_2182	21.895	306	210	10	1	289	1	294	7.92e-07	46.6
BCV53_00175	GWCH70_2887	95.868	121	5	0	1	121	1	121	1.28e-86	244
BCV53_00180	GWCH70_2888	93.333	285	19	0	1	285	1	285	0.0	528
BCV53_00185	GWCH70_2889	97.500	80	2	0	1	80	1	80	2.36e-54	159
BCV53_00185	GWCH70_3359	36.000	50	31	1	27	76	27	75	1.43e-04	33.5
